tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Omregistrering,tabled_Innskudd,tabled_Bilen står i,tabled_Salgsform,tabled_Forrige pris,tabled_Avgiftsklasse,tabled_Antall eiere,id,tabled_Vekt,price,title,place,tabled_Årsavgift,tabled_CO2 utslipp,tabled_1. gang registrert,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Hjuldriftnavn,tabled_Interiørfarge,tabled_Antall dører,tabled_Str. lasterom,tabled_Drivstoff,tabled_Reg.nr.,tabled_Girkasse,tabled_Antall seter,tabled_Fargebeskrivelse,tabled_Km.stand
,,,,,1569,,,,,,,98597660,,14569,BMW 3-serie,8890 Leirfjord,Inklusiv,,,,13000,,,,,,,,,,
,,,,,3660,,,,,,,98597336,,348660,Audi A8,9300 Finnsnes,Ikke inklusiv,,,,345000,,,,,,,,,,
,,,,,1569,,,,,,,98596283,,43569,Volkswagen Passat,2617 Lillehammer,Ikke inklusiv,,,,42000,,,,,,,,,,
,,,,,1569,,,,,,,98474338,,35000,BMW 5-serie,0484 Oslo,Inklusiv,,,,33431,,,,,,,,,,
,,,,,1255,,,,,,,91816921,,231255,Volkswagen Transporter,5379 Steinsland,Inklusiv,,,,230000,,,,,,,,,,
,,,,,3660,,,,,,,98597599,,103660,Volkswagen Passat,9055 Meistervik,Inklusiv,,,,100000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598393,,535000,Volvo XC 70,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,90617363,,449660,Mercedes-Benz GL,4824 Bjorbekk,Inklusiv,,,,446000,,,,,,,,,,
,,,,,3660,,,,,,,98598355,,435000,Volvo V70,2007 Kjeller,Ikke inklusiv,,,,431340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598327,,548000,Volvo XC 70,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1255,,,,,,,98596718,,69955,Peugeot Partner,1405 Langhus,Inklusiv,,,,68700,,,,,,,,,,
,,,,,Fritatt,,,,,,,97050586,,85000,"Andre Andre Vauxhall Velox Saloon 1957 1957, 82 500 km, kr 85 000,-",4865 Åmli,Inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98598295,,225000,Volvo V40,2007 Kjeller,Ikke inklusiv,,,,218936,,,,,,,,,,
,,,,,1569,,,,,,,98596689,,49999,Mercedes-Benz E-Klasse,3060 Svelvik,Inklusiv,,,,48430,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598282,,505000,Volvo XC 70,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98597916,,38660,Peugeot 307,6390 Vestnes,Inklusiv,,,,35000,,,,,,,,,,
,,,,,1569,,,,,,,98478992,,86569,BMW 3-serie,6443 Tornes,Inklusiv,,,,85000,,,,,,,,,,
,,,,,2614,,,,,,,98597223,,49614,Skoda Fabia,2072 Dal,Inklusiv,,,,47000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598254,,569000,Volvo XC 70,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598240,,635000,Volvo XC 60,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598209,,569000,Volvo XC 70,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98598227,,255000,Volvo V40 Cross Country,2007 Kjeller,Ikke inklusiv,,,,248936,,,,,,,,,,
,,,,,6064,,,,,,,98529846,,249900,Mazda CX-5,4326 Sandnes,Inklusiv,,,,243836,,,,,,,,,,
,,,,,3660,,,,,,,98597845,,563660,Audi Q5,0756 Oslo,Inklusiv,,,,560000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598194,,565000,Volvo XC 60,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98598149,,569000,Volvo XC 70,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98588966,,275000,Chevrolet Corvette,4580 Lyngdal,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,96537119,,149660,Mitsubishi Outlander,6013 Ålesund,Inklusiv,,,,146000,,,,,,,,,,
,,,,,6064,,,,,,,98597974,,655000,Volvo V90,2007 Kjeller,Ikke inklusiv,,,,648936,,,,,,,,,,
,,,,,5945,,,,,,,87062046,,239000,Mazda 3,2760 Brandbu,Ikke inklusiv,,,,233055,,,,,,,,,,
,,,,,3660,,,,,,,98595824,,225000,Audi A6 allroad,3178 Våle,Inklusiv,,,,221340,,,,,,,,,,
,,,,,2614,,,,,,,98597141,,67614,Skoda Fabia,5354 Straume,Ikke inklusiv,,,,65000,,,,,,,,,,
,,,,,2614,,,,,,,98589996,,99900,Peugeot 207,3160 Stokke,Inklusiv,,,,97286,,,,,,,,,,
1976,"3,8 l",Oransje,85 Hk,Kasse,,,Norge,Bruktbil til salgs,,Lett lastebil,4,98588036,3 100 kg,4046,Mercedes-Benz,6408 Aureosen,,,30.04.1976,Bakhjulsdrift,,,,5,,Diesel,DB 99736,Manuell,5,,314 213 km
,,,,,1569,,,,,,,97458076,,886569,Ferrari 360,7026 Trondheim,Inklusiv,,,,885000,,,,,,,,,,
,,,,,3660,,,,,,,98596032,,209000,BMW X1,1364 Fornebu,Ikke inklusiv,,,,205340,,,,,,,,,,
1999,2 l,Sølv,125 Hk,Stasjonsvogn,,,Norge,Bruktbil til salgs,,Personbil,5,96273222,1 345 kg,5500,Subaru Forester,1400 Ski,,,07.07.1999,Firehjulsdrift,,,,5,,Bensin,BP39853,Automat,5,,212 000 km
,,,,,3660,,,,,,,97568863,,103660,BMW 3-serie,4365 Nærbø,Inklusiv,,,,100000,,,,,,,,,,
,,,,,3660,,,,,,,94285762,,409000,Volvo XC 90,2760 Brandbu,Inklusiv,,,,405340,,,,,,,,,,
,,,,,1569,,,,,,,98596361,,49069,Land Rover Freelander,3259 Larvik,Ikke inklusiv,,,,47500,,,,,,,,,,
,,,,,3660,,,,,,,97889586,,379000,Audi A6,7059 Jakobsli,Ikke inklusiv,,,,375340,,,,,,,,,,
,,,,,3660,,,,,,,98596799,,102660,Volvo C30,4314 Sandnes,Inklusiv,,,,99000,,,,,,,,,,
,,,,,6064,,,,,,,93681444,,256064,Ford Mondeo,4307 Sandnes,Inklusiv,,,,250000,,,,,,,,,,
,,,,,3588,,,,,,,87484669,,178588,Volkswagen Touran,5300 Kleppestø,Inklusiv,,,,175000,,,,,,,,,,
,,,,,3660,,,,,,,96130122,,78660,Mazda 3,2750 Gran,Inklusiv,,,,75000,,,,,,,,,,
,,,,,1255,,,,,,,98597277,,119900,Peugeot Expert,3550 Gol,Inklusiv,,,,118645,,,,,,,,,,
,,,,,3660,,,,,,,98596173,,113660,Kia Cee'd,1870 Ørje,Inklusiv,,,,110000,,,,,,,,,,
,,,,,1569,,,,,,,98255768,,39999,Volkswagen Polo,1344 Haslum,Inklusiv,,,,38430,,,,,,,,,,
,,,,,Fritatt,,,,,,,94845512,,1490000,"Andre Andre Allard K1-K2 , Unik mulighet, investering, innbytte 1950, 10 000 km, kr 1 490 000,-",3040 Drammen,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98596318,,79900,Volkswagen Golf,1540 Vestby,Ikke inklusiv,,,,76240,,,,,,,,,,
,,,,,1500,,,,,,,79268954,,89500,Mercedes-Benz CLK,4645 Nodeland,Inklusiv,,,,88000,,,,,,,,,,
,,,,,1569,,,,,,,98590985,,19569,Mitsubishi Pajero,4325 Sandnes,Inklusiv,,,,18000,,,,,,,,,,
,,,,,3660,,,,,,,98596618,,45000,Chevrolet Nubira,6390 Vestnes,Inklusiv,,,,41340,,,,,,,,,,
,,,,,1569,,,,,,,98596213,,11999,Seat Toledo,4325 Sandnes,Inklusiv,,,,10430,,,,,,,,,,
,,,,,Fritatt,,,,,,,98594918,,385000,Mitsubishi Outlander,0782 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98592594,,52613,Volkswagen Polo,7081 Sjetnemarka,Inklusiv,,,,49999,,,,,,,,,,
,,,,,Fritatt,,,,,,,98595876,,139000,Ford Escort,2833 Raufoss,Inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,94846819,,349000,Pontiac,3040 Drammen,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,97589439,,28569,Skoda Octavia,4323 Sandnes,Inklusiv,,,,27000,,,,,,,,,,
,,,,,1569,,,,,,,98596621,,61568,Volkswagen Caravelle,3920 Porsgrunn,Inklusiv,,,,59999,,,,,,,,,,
,,,,,1987,,,,,,,98596568,,158900,Volkswagen Caddy,2003 Lillestrøm,Inklusiv,,,,156913,,,,,,,,,,
,,,,,1255,,,,,,,93647784,,24255,Nissan Kubistar,3040 Drammen,Ikke inklusiv,,,,23000,,,,,,,,,,
,,,,,3660,,,,,,,98574694,,189900,Mercedes-Benz A-Klasse,3027 Drammen,Ikke inklusiv,,,,186240,,,,,,,,,,
,,,,,Fritatt,,,,,,,98595743,,89000,BMW 5-serie,5226 Nesttun,Inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98594781,,56569,Land Rover Discovery,1445 Drøbak,Inklusiv,,,,55000,,,,,,,,,,
,,,,,3660,,,,,,,96623012,,73660,Ford Mondeo,8020 Bodø,Inklusiv,,,,70000,,,,,,,,,,
,,,,,Fritatt,,,,,,,95965585,,299000,Chevrolet Corvette,3040 Drammen,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,94849425,,102614,Volkswagen Polo,5244 Fana,Inklusiv,,,,100000,,,,,,,,,,
,,,,,1987,,,,,,,98596391,,569000,Land Rover Discovery,3550 Gol,Inklusiv,,,,567013,,,,,,,,,,
,,,,,1569,,,,,,,98594130,,59569,BMW 5-serie,3175 Ramnes,Ikke inklusiv,,,,58000,,,,,,,,,,
,,,,,Fritatt,,,,,,,82822625,,50000,Volkswagen Boble (gml. type),5518 Haugesund,Inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98581259,,23000,Ford Fiesta,3085 Holmestrand,Inklusiv,,,,20386,,,,,,,,,,
,,,,,Fritatt,,,,,,,95966412,,329000,Renault,3040 Drammen,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,93955249,,45000,Volvo 740,8149 Neverdal,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1255,,,,,,,98595521,,45000,Ford Transit Connect,3734 Skien,Inklusiv,,,,43745,,,,,,,,,,
,,,,,1,,,,,,,95877809,,220001,Ford Mustang,8614 Mo,Inklusiv,,,,220000,,,,,,,,,,
,,,,,6064,,,,,,,98592937,,216064,Volkswagen Golf,2385 Brumunddal,Inklusiv,,,,210000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98350874,,46000,Toyota Corolla Verso,0682 Oslo,Inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98590476,,539000,Volvo XC 60,2618 Lillehammer,Ikke inklusiv,,,,532936,,,,,,,,,,
,,,,,1569,,,,,,,98594492,,18569,Daihatsu Terios,1435 Ås,Ikke inklusiv,,,,17000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98593575,,235000,Dodge,7044 Trondheim,Inklusiv,,,,,,,,,,,,,,
,,,,,3500,,,,,,,87715246,,239500,BMW 3-serie,4621 Kristiansand,Inklusiv,,,,236000,,,,,,,,,,
,,,,,3660,,,,,,,92256339,,78660,Suzuki Grand Vitara,4900 Tvedestrand,Inklusiv,,,,75000,,,,,,,,,,
,,,,,3660,,,,,,,98594670,,213660,Audi A4,8640 Hemnesberget,Inklusiv,,,,210000,,,,,,,,,,
,,,,,1569,,,,,,,98594975,,270569,Chevrolet Corvette,3222 Sandefjord,Ikke inklusiv,,,,269000,,,,,,,,,,
,,,,,1500,,,,,,,88699677,,15000,Saab 9-5,5161 Laksevåg,Ikke inklusiv,,,,13500,,,,,,,,,,
,,,,,1046,,,,,,,96124520,,49046,Nissan Navara,3040 Drammen,Ikke inklusiv,,,,48000,,,,,,,,,,
,,,,,3588,,,,,,,98595623,,199000,Volvo V70,2411 Elverum,Inklusiv,,,,195412,,,,,,,,,,
,,,,,1530,,,,,,,86593281,,23530,Toyota Yaris,2030 Nannestad,Inklusiv,,,,22000,,,,,,,,,,
,,,,,3660,,,,,,,98595258,,263660,Lexus CT200h,9845 Tana,Inklusiv,,,,260000,,,,,,,,,,
,,,,,3660,,,,,,,98593843,,95000,Volkswagen Passat,4700 Vennesla,Inklusiv,,,,91340,,,,,,,,,,
,,,,,3660,,,,,,,96036183,,68660,BMW X3,3040 Drammen,Ikke inklusiv,,,,65000,,,,,,,,,,
,,,,,1569,,,,,,,98407735,,22069,Opel Astra,3170 Sem,Inklusiv,,,,20500,,,,,,,,,,
,,,,,1538,,,,,,,81933942,,23938,Volkswagen Passat,3028 Drammen,Ikke inklusiv,,,,22400,,,,,,,,,,
,,,,,1538,,,,,,,86625032,,49900,Alfa Romeo Spider,1900 Fetsund,Inklusiv,,,,48362,,,,,,,,,,
,,,,,1255,,,,,,,92253060,,329000,Jeep Wrangler,4344 Bryne,Inklusiv,,,,327745,,,,,,,,,,
,,,,,Fritatt,,,,,,,98593859,,65000,Volvo V70,3420 Lierskogen,Inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,95606491,,176987,Ford Transit Connect,2900 Fagernes,Inklusiv,,,,175000,,,,,,,,,,
,,,,,3660,,,,,,,98581815,,210160,Volvo S60,2500 Tynset,Inklusiv,,,,206500,,,,,,,,,,
,,,,,2614,,,,,,,98594463,,49999,Peugeot 107,4810 Eydehavn,Inklusiv,,,,47385,,,,,,,,,,
,,,,,6064,,,,,,,98593748,,669064,Audi A6 allroad,9912 Hesseng,Inklusiv,,,,663000,,,,,,,,,,
,,,,,6064,,,,,,,94283492,,175900,Toyota Auris,4824 Bjorbekk,Inklusiv,,,,169836,,,,,,,,,,
,,,,,3660,,,,,,,92786687,,383660,Volvo XC 70,5238 Rådal,Inklusiv,,,,380000,,,,,,,,,,
2003,"1,8 l",Sølv,120 Hk,Stasjonsvogn,,,Norge,Bruktbil til salgs,,Personbil,3,98594405,1 335 kg,8569,Mazda 6,3810 Gvarv,,193 g/km,06.02.2014,Forhjulsdrift,,,,5,,Bensin,AS39969,Manuell,5,,213 810 km
,,,,,1255,,,,,,,98593890,,57255,Hyundai H-1,0590 Oslo,Inklusiv,,,,56000,,,,,,,,,,
,,,,,3660,,,,,,,98590853,,179000,BMW 3-serie,4370 Egersund,Inklusiv,,,,175340,,,,,,,,,,
,,,,,3660,,,,,,,92007220,,50660,Subaru Outback,1592 Våler,Ikke inklusiv,,,,47000,,,,,,,,,,
,,,,,6064,,,,,,,95281582,,349000,Skoda Octavia,4516 Mandal,Inklusiv,,,,342936,,,,,,,,,,
,,,,,3660,,,,,,,98592425,,59660,Suzuki Grand Vitara,4250 Kopervik,Inklusiv,,,,56000,,,,,,,,,,
,,,,,3660,,,,,,,98589668,,158660,BMW 1-serie,2750 Gran,Inklusiv,,,,155000,,,,,,,,,,
,,,,,6064,,,,,,,98592020,,729064,Audi A7,9515 Alta,Inklusiv,,,,723000,,,,,,,,,,
,,,,,1046,,,,,,,98593842,,11046,Peugeot Partner,6010 Ålesund,Inklusiv,,,,10000,,,,,,,,,,
,,,,,3660,,,,,,,97874419,,308660,Audi A5,0139 Oslo,Inklusiv,,,,305000,,,,,,,,,,
,,,,,3660,,,,,,,97978900,,189000,Mercedes-Benz E-Klasse,4031 Stavanger,Inklusiv,,,,185340,,,,,,,,,,
,,,,,3660,,,,,,,97723246,,310000,Audi TT,3032 Drammen,Inklusiv,,,,306340,,,,,,,,,,
,,,,,1255,,,,,,,91754886,,330000,Nissan Pathfinder,5227 Nesttun,Inklusiv,,,,328745,,,,,,,,,,
,,,,,1569,,,,,,,98593872,,10569,Peugeot 307,1165 Oslo,Ikke inklusiv,,,,9000,,,,,,,,,,
,,,,,3973,,,,,,,98594123,,115000,Volkswagen UP!,3232 Sandefjord,Ikke inklusiv,,,,111027,,,,,,,,,,
,,,,,6064,,,,,,,98213612,,311064,Volkswagen Golf,7300 Orkanger,Inklusiv,,,,305000,,,,,,,,,,
,,,,,1255,,,,,,,98592478,,156255,Hyundai Santa Fe,3766 Sannidal,Inklusiv,,,,155000,,,,,,,,,,
,,,,,3660,,,,,,,98590021,,149000,Toyota Urban Cruiser,1712 Grålum,Inklusiv,,,,145340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98187777,,155000,Land Rover,4085 Hundvåg,Inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98591899,,352000,Toyota HiLux,1642 Saltnes,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98590405,,331569,Audi RS6,5144 Fyllingsdalen,Inklusiv,,,,330000,,,,,,,,,,
,,,,,1569,,,,,,,92610269,,24569,Volkswagen Beetle,4790 Lillesand,Inklusiv,,,,23000,,,,,,,,,,
,,,,,1569,,,,,,,98591596,,15569,Toyota Corolla,4550 Farsund,Inklusiv,,,,14000,,,,,,,,,,
,,,,,6064,,,,,,,98290666,,652000,Tesla Model S,1482 Nittedal,Inklusiv,,,,645936,,,,,,,,,,
,,,,,1046,,,,,,,98591628,,18046,Opel Campo,4270 Åkrehamn,Inklusiv,,,,17000,,,,,,,,,,
2015,2 l,Hvit,116 Hk,Kombi 5-dørs,,,Norge,Bruktbil til salgs,,Personbil,1,98592981,1 350 kg,9155,BMW 1-serie,5179 Godvik,,115 g/km,09.01.2015,Bakhjulsdrift,,,,5,,Diesel,SV57650,Automat,5,,40 200 km
,,,,,3660,,,,,,,98592852,,193660,Citroen C4 Aircross,5184 Olsvik,Inklusiv,,,,190000,,,,,,,,,,
,,,,,3660,,,,,,,98592387,,288660,BMW 3-serie,3173 Vear,Inklusiv,,,,285000,,,,,,,,,,
,,,,,1255,,,,,,,98593065,,106255,Volkswagen Caddy,1411 Kolbotn,Inklusiv,,,,105000,,,,,,,,,,
,,,,,1255,,,,,,,98532397,,116255,Hyundai Santa Fe,3514 Hønefoss,Ikke inklusiv,,,,115000,,,,,,,,,,
,,,,,1255,,,,,,,98591879,,126255,Volkswagen Caddy Maxi,3570 Ål,Ikke inklusiv,,,,125000,,,,,,,,,,
,,,,,3660,,,,,,,98591751,,143660,Nissan Qashqai,8618 Mo,Inklusiv,,,,140000,,,,,,,,,,
,,,,,1569,,,,,,,98583490,,721569,Porsche 911,1367 Snarøya,Inklusiv,,,,720000,,,,,,,,,,
,,,,,3660,,,,,,,98592261,,148660,Volkswagen Golf,3174 Revetal,Inklusiv,,,,145000,,,,,,,,,,
,,,,,1569,,,,,,,92751517,,69569,Skoda Octavia,4028 Stavanger,Inklusiv,,,,68000,,,,,,,,,,
,,,,,3500,,,,,,,67786510,,79500,Audi A3,0674 Oslo,Inklusiv,,,,76000,,,,,,,,,,
,,,,,6064,,,,,,,98590969,,785064,Land Rover Discovery,4230 Sand,Inklusiv,,,,779000,,,,,,,,,,
,,,,,2614,,,,,,,98591201,,209000,MINI Cooper,3360 Geithus,Inklusiv,,,,206386,,,,,,,,,,
,,,,,1255,,,,,,,98592964,,251255,Volkswagen Amarok,8516 Narvik,Inklusiv,,,,250000,,,,,,,,,,
,,,,,1255,,,,,,,98592258,,69255,Volkswagen Touran,3616 Kongsberg,Ikke inklusiv,,,,68000,,,,,,,,,,
,,,,,3660,,,,,,,98592125,,133660,Suzuki SX4,6030 Langevåg,Ikke inklusiv,,,,130000,,,,,,,,,,
,,,,,1500,,,,,,,98592313,,23500,Skoda Octavia,5055 Bergen,Inklusiv,,,,22000,,,,,,,,,,
,,,,,3660,,,,,,,98591224,,88660,Volkswagen Touran,4375 Hellvik,Inklusiv,,,,85000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98592221,,14500,Suzuki Baleno,5750 Odda,Inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98592948,,448900,BMW 2-serie,5501 Haugesund,Ikke inklusiv,,,,442836,,,,,,,,,,
,,,,,6064,,,,,,,98592891,,238900,MINI Cooper,5501 Haugesund,Ikke inklusiv,,,,232836,,,,,,,,,,
,,,,,6064,,,,,,,98592867,,398900,BMW 3-serie,5501 Haugesund,Ikke inklusiv,,,,392836,,,,,,,,,,
,,,,,3660,,,,,,,98592681,,159000,Opel Astra,1364 Fornebu,Ikke inklusiv,,,,155340,,,,,,,,,,
,,,,,1569,,,,,,,98590498,,25569,Peugeot 307,2500 Tynset,Inklusiv,,,,24000,,,,,,,,,,
,,,,,1569,,,,,,,98591349,,50000,Toyota Corolla,8618 Mo,Inklusiv,,,,48431,,,,,,,,,,
,,,,,1569,,,,,,,98591957,,59569,BMW 1-serie,3050 Mjøndalen,Inklusiv,,,,58000,,,,,,,,,,
,,,,,1046,,,,,,,98592488,,25000,Suzuki Grand Vitara,6520 Frei,Inklusiv,,,,23954,,,,,,,,,,
,,,,,2614,,,,,,,98592660,,199000,MINI Cooper,4033 Stavanger,Ikke inklusiv,,,,196386,,,,,,,,,,
,,,,,3660,,,,,,,98588695,,125660,Mercedes-Benz E-Klasse,9600 Hammerfest,Ikke inklusiv,,,,122000,,,,,,,,,,
,,,,,3660,,,,,,,97998153,,169960,Volvo XC 90,3260 Larvik,Inklusiv,,,,166300,,,,,,,,,,
,,,,,1569,,,,,,,98591747,,94969,Mercedes-Benz E-Klasse,1392 Vettre,Inklusiv,,,,93400,,,,,,,,,,
,,,,,3660,,,,,,,98592487,,195000,Opel Mokka,1364 Fornebu,Ikke inklusiv,,,,191340,,,,,,,,,,
,,,,,5945,,,,,,,73338527,,205945,Audi A3,4311 Hommersåk,Inklusiv,,,,200000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98590692,,89000,Skoda Octavia,5518 Haugesund,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98589251,,154160,Mitsubishi ASX,2670 Otta,Inklusiv,,,,150500,,,,,,,,,,
,,,,,Fritatt,"150 000,-",,,,,,98592315,,9900,Audi Q7,0252 Oslo,,,,,,,,,,,,,,,
,,,,,3660,,,,,,,91132391,,188660,Volvo XC 70,8209 Fauske,Inklusiv,,,,185000,,,,,,,,,,
,,,,,3660,,,,,,,95921593,,122660,Mitsubishi ASX,1640 Råde,Ikke inklusiv,,,,119000,,,,,,,,,,
,,,,,3660,,,,,,,98516979,,179660,BMW 1-serie,3300 Hokksund,Inklusiv,,,,176000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98592207,,429000,Mitsubishi Outlander,0252 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,94128746,,56000,Nissan X-Trail,2930 Bagn,Ikke inklusiv,,,,52340,,,,,,,,,,
,,,,,1569,,,,,,,98588839,,12569,Audi A6,3058 Solbergmoen,Inklusiv,,,,11000,,,,,,,,,,
,,,,,3973,,,,,,,98588592,,132973,Volkswagen UP!,1153 Oslo,Ikke inklusiv,,,,129000,,,,,,,,,,
,,,,,3660,,,,,,,98590867,,150100,BMW 3-serie,3046 Drammen,Inklusiv,,,,146440,,,,,,,,,,
,,,,,1569,,,,,,,98590486,,99569,Jeep Grand Cherokee,3050 Mjøndalen,Ikke inklusiv,,,,98000,,,,,,,,,,
,,,,,1569,,,,,,,98591418,,39569,Mercedes-Benz E-Klasse,4327 Sandnes,Inklusiv,,,,38000,,,,,,,,,,
,,,,,1255,,,,,,,98589714,,448255,Toyota Land Cruiser,9515 Alta,Inklusiv,,,,447000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98591880,,429000,Mitsubishi Outlander,0252 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98591317,,101569,BMW 5-serie,0986 Oslo,Ikke inklusiv,,,,100000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98591844,,409000,Mitsubishi Outlander,0252 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,95657039,,23000,Volkswagen Golf,7044 Trondheim,Inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98590108,,26569,Volkswagen Touran,1816 Skiptvet,Inklusiv,,,,25000,,,,,,,,,,
,,,,,3660,,,,,,,96602521,,79660,Saab 9-3,3031 Drammen,Inklusiv,,,,76000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98591696,,949000,BMW 7-serie,0252 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98591684,,569000,MINI JCW,4033 Stavanger,Ikke inklusiv,,,,562936,,,,,,,,,,
,,,,,3660,,,,,,,98590460,,119000,BMW 3-serie,7075 Tiller,Inklusiv,,,,115340,,,,,,,,,,
,,,,,1569,,,,,,,98588132,,41969,Peugeot 407,3760 Neslandsvatn,Inklusiv,,,,40400,,,,,,,,,,
,,,,,1987,,,,,,,98590362,,146987,Volkswagen Touran,1411 Kolbotn,Inklusiv,,,,145000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98591559,,419000,Volkswagen Passat,0252 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3895,,,,,,,73575582,,144895,Ford Fiesta,7350 Buvika,Inklusiv,,,,141000,,,,,,,,,,
,,,,,6064,,,,,,,98589516,,369064,Toyota Avensis,1940 Bjørkelangen,Inklusiv,,,,363000,,,,,,,,,,
,,,,,2563,,,,,,,87462338,,56000,Opel Corsa,2056 Algarheim,Inklusiv,,,,53437,,,,,,,,,,
,,,,,Fritatt,,,,,,,98591443,,889000,Mercedes-Benz GLE,0252 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98591398,,249000,BMW X1,0252 Oslo,Ikke inklusiv,,,,245340,,,,,,,,,,
,,,,,1569,,,,,,,98583912,,10000,Volvo V40,5132 Nyborg,Inklusiv,,,,8431,,,,,,,,,,
,,,,,3660,,,,,,,98591361,,429000,BMW 5-serie,0252 Oslo,Inklusiv,,,,425340,,,,,,,,,,
,,,,,3660,,,,,,,98589631,,229000,Ford Focus,2170 Fenstad,Ikke inklusiv,,,,225340,,,,,,,,,,
,,,,,1046,,,,,,,98590244,,17946,Toyota Yaris Verso,5143 Fyllingsdalen,Inklusiv,,,,16900,,,,,,,,,,
,,,,,3660,,,,,,,90578957,,93560,Audi A6,3320 Vestfossen,Ikke inklusiv,,,,89900,,,,,,,,,,
,,,,,3660,,,,,,,98590234,,179660,Volkswagen Tiguan,5134 Flaktveit,Inklusiv,,,,176000,,,,,,,,,,
,,,,,3660,,,,,,,98591222,,349000,BMW X3,3530 Røyse,Ikke inklusiv,,,,345340,,,,,,,,,,
,,,,,3660,,,,,,,98590428,,210000,Audi A6,5528 Haugesund,Inklusiv,,,,206340,,,,,,,,,,
,,,,,6064,,,,,,,98589112,,149000,Hyundai i40,1364 Fornebu,Inklusiv,,,,142936,,,,,,,,,,
,,,,,Fritatt,,,,,,,95542671,,37000,Austin,7550 Hommelvik,Inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98590998,,29900,Jeep Cherokee,7732 Steinkjer,Inklusiv,,,,28331,,,,,,,,,,
2006,"1,8 l",Sølv,75 Hk,Kasse,,,Norge,Bruktbil til salgs,,Varebil,5,98590587,1 575 kg,5000,Ford Tourneo Connect,1294 Oslo,,171 g/km,29.05.2007,Forhjulsdrift,,,,5,,Diesel,BR49436,Manuell,2,,171 560 km
,,,,,3660,,,,,,,92062377,,104960,Subaru Legacy,3616 Kongsberg,Inklusiv,,,,101300,,,,,,,,,,
