tabled_Salgsform,tabled_Forrige pris,id,price,title,place,tabled_Antall dører,tabled_CO2 utslipp,tabled_Interiørfarge,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Avgiftsklasse,tabled_Antall eiere,tabled_Hjuldriftnavn,tabled_Str. lasterom,tabled_Drivstoff,tabled_Antall seter,tabled_Km.stand,tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Innskudd,tabled_Omregistrering,tabled_Vekt,tabled_Bilen står i,tabled_Årsavgift,tabled_1. gang registrert,tabled_Girkasse,tabled_Reg.nr.,tabled_Fargebeskrivelse
,,98661734,245000,Kia Soul,7000 Trondheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98658292,49900,Toyota Corolla,1831 Askim,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98654399,24569,Opel Astra,7716 Steinkjer,,,,,"23 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98661509,359000,Kia Sportage,7000 Trondheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,72708115,188588,Citroen C5,1386 Asker,,,,,"185 000,-",,,,,,,,,,,,,,"3 588,-",,,Inklusiv,,,,
,,98659629,151255,Volkswagen Caravelle,3692 Sauland,,,,,"150 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
Leasing,,98660110,1800,Citroen C4 Cactus,0656 Oslo,5,105 g/km,,Forhjulsdrift,,Personbil,2,,,Bensin,5,20 000 km,2016,"1,2 l",Sølv,82 Hk,SUV/Offroad,,,965 kg,Norge,,01.07.2016,Manuell,BT45467,
,,98659852,65000,Subaru Forester,5593 Skånevik,,,,,"63 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98564821,223660,Volkswagen Golf,1339 Vøyenenga,,,,,"220 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,90972261,259900,BMW 3-serie,5306 Erdal,,,,,"256 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,89828754,190000,BMW 1-serie,0470 Oslo,,,,,"186 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,94641640,268660,Volvo XC 60,1362 Hosle,,,,,"265 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98660432,62614,Opel Corsa,4616 Kristiansand,,,,,"60 000,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98658556,35969,Citroen C4,5259 Hjellestad,,,,,"34 400,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,90662795,95000,BMW 5-serie,1925 Blaker,,,,,"93 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98658400,16046,Ford Transit Connect,2770 Jaren,,,,,"15 000,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98657782,219660,BMW 3-serie,5357 Fjell,,,,,"216 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98659260,32000,Skoda Fabia,7560 Vikhammer,,,,,"30 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98659323,25069,Audi A4,2743 Harestua,,,,,"23 500,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98657541,90000,Volkswagen Golf,4617 Kristiansand,,,,,"86 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98658584,12000,BMW 3-serie,1605 Fredrikstad,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98424211,19569,Volkswagen Passat,,,,,,"18 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98628085,209660,Mitsubishi Outlander,2013 Skjetten,,,,,"206 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,96559682,60046,Mitsubishi Pajero,2480 Koppang,,,,,"59 000,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98658710,100000,Ford Focus,1555 Son,,,,,"96 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,85303384,347000,Volkswagen Amarok,6057 Ellingsøy,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98635802,163660,Audi A4,5310 Hauglandshella,,,,,"160 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98485285,19569,Mitsubishi Space Wagon,0475 Oslo,,,,,"18 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,74562599,35000,BMW 5-serie,1890 Rakkestad,,,,,"33 462,-",,,,,,,,,,,,,,"1 538,-",,,Inklusiv,,,,
,,94404091,76569,BMW 5-serie,1580 Rygge,,,,,"75 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,95843092,91569,Audi A3,2074 Eidsvoll,,,,,"90 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98658612,31255,Peugeot Partner,5260 Indre,,,,,"30 000,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98630949,213660,Audi A3,0165 Oslo,,,,,"210 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,97531262,29969,Saab 9-3,4836 Arendal,,,,,"28 400,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,86849877,19999,Volkswagen Sharan,7055 Ranheim,,,,,"18 461,-",,,,,,,,,,,,,,"1 538,-",,,Inklusiv,,,,
,,98369399,39660,Ford Focus,1281 Oslo,,,,,"36 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98657859,13660,Volvo S40,5914 Isdalstø,,,,,"10 000,-",,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98654878,25000,Volvo V40,1156 Oslo,,,,,"23 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98519564,5590,Jaguar XE,3736 Skien,,,,,,,,,,,,,,,,,,"40 000,-",Ikke oppgitt,,,,,,,
,,98654878,25000,Volvo V40,1156 Oslo,,,,,"23 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98657099,36569,Volvo 960,0862 Oslo,,,,,"35 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,96598363,199064,Volvo V40 Cross Country,5353 Straume,,,,,"193 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98654371,29569,Mazda 6,7130 Brekstad,,,,,"28 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,96442770,29000,Saab,9400 Harstad,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98594337,1319000,Mercedes-Benz GLS,5396 Vestre,,,,,"1 312 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98656490,99969,Volvo XC 90,2846 Bøverbru,,,,,"98 400,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98656440,86255,Ssangyong Actyon Sport,2415 Heradsbygd,,,,,"85 000,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98656280,489990,Audi A6 allroad,3420 Lierskogen,,,,,"483 926,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,89685475,31569,Ford C-Max,5307 Ask,,,,,"30 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98657215,76255,Volkswagen Transporter,7168 Lysøysundet,,,,,"75 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98656940,47614,Peugeot 207,4322 Sandnes,,,,,"45 000,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98568274,19660,Renault Megane,1473 Lørenskog,,,,,"16 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98656499,26569,Peugeot 407,2317 Hamar,,,,,"25 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,94832999,195660,Mitsubishi Outlander,7970 Kolvereid,,,,,"192 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98654967,36160,Peugeot 307,1725 Sarpsborg,,,,,"32 500,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,91029622,249660,Lexus RX400h,5174 Mathopen,,,,,"246 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98653546,29569,Audi 80,4150 Rennesøy,,,,,"28 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,91033214,159160,Honda CR-V,5174 Mathopen,,,,,"155 500,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
Bruktbil til salgs,,84397249,6000,Chrysler Voyager,1361 Østerås,,,,Forhjulsdrift,,Personbil,5,,,Bensin,4,256 580 km,1997,2 l,Lilla,133 Hk,Flerbruksbil,,,1 645 kg,Norge,,01.07.1997,Manuell,HZ19133,Burgunder
,,98482988,153660,Audi A6,5034 Bergen,,,,,"150 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98655826,36160,Ford Focus,2010 Strømmen,,,,,"32 500,-",,,,,,,,,,,,,,"3 660,-",,,,,,,
,,98655204,21990,Renault Megane,4616 Kristiansand,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98656207,15569,Nissan Primera,5209 Os,,,,,"14 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,66531168,124900,Audi A6,6200 Stranda,,,,,"121 400,-",,,,,,,,,,,,,,"3 500,-",,,Inklusiv,,,,
,,98656515,629000,BMW 5-serie,1710 Sarpsborg,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
Bruktbil til salgs,,98074765,9569,Audi A4,1448 Drøbak,5,,Grått,Forhjulsdrift,,Personbil,5,,,Bensin,5,216 996 km,1999,"1,8 l",Blå,125 Hk,Stasjonsvogn,,,1 285 kg,Norge,,27.05.1999,Automat,DJ64656,
,,80942250,669064,Audi A4 allroad,7049 Trondheim,,,,,"663 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98655608,24900,Mercedes-Benz A-Klasse,3475 Sætre,,,,,"23 331,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,87762647,254563,BMW 5-serie,7270 Dyrvik,,,,,"252 000,-",,,,,,,,,,,,,,"2 563,-",,,Inklusiv,,,,
,,98655003,11046,Peugeot Partner,5583 Vikedal,,,,,"10 000,-",,,,,,,,,,,,,,"1 046,-",,,Ikke inklusiv,,,,
,,98655371,178660,Audi A6 allroad,0772 Oslo,,,,,"175 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,96587218,13046,Mitsubishi Pajero,3920 Porsgrunn,,,,,"12 000,-",,,,,,,,,,,,,,"1 046,-",,,Ikke inklusiv,,,,
,,98656099,169000,Ford Focus,7900 Rørvik,,,,,"165 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98656061,449000,Volvo XC 90,7900 Rørvik,,,,,"445 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98654835,23569,Mitsubishi Colt,7088 Heimdal,,,,,"22 000,-",,,,,,,,,,,,,,"1 569,-",,,,,,,
,,98653330,42569,Suzuki Liana,7550 Hommelvik,,,,,"41 000,-",,,,,,,,,,,,,,"1 569,-",,,,,,,
,,98652752,56569,Suzuki Grand Vitara,5410 Sagvåg,,,,,"55 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98630987,28569,BMW 5-serie,5016 Bergen,,,,,"27 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,96691808,56614,Citroen C3,6014 Ålesund,,,,,"54 000,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,68616938,130000,Mazda RX-7,4870 Fevik,,,,,"128 500,-",,,,,,,,,,,,,,"1 500,-",,,Ikke inklusiv,,,,
,,98649679,14569,Volkswagen Passat,1661 Rolvsøy,,,,,"13 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,90561080,243660,Audi A5,6460 Eidsvåg,,,,,"240 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98654320,194900,Volvo V70,1715 Yven,,,,,"191 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
Bruktbil til salgs,,98647935,7000,Volkswagen Sharan,4626 Kristiansand,,,,Forhjulsdrift,,Personbil,5,,,Diesel,7,230 000 km,2002,"1,9 l",Sølv,116 Hk,Stasjonsvogn,,,1 608 kg,Norge,,07.11.2002,Manuell,KT63848,
,,98654236,223660,Kia Sportage,2580 Folldal,,,,,"220 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,96346727,88000,Peugeot 4007,3475 Sætre,,,,,"86 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98655239,579000,Ford S-MAX,7900 Rørvik,,,,,"572 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,94719958,220000,Volvo XC 90,5955 Lindås,,,,,"213 562,-",,,,,,,,,,,,,,"6 438,-",,,Inklusiv,,,,
,,98654920,36569,Volvo S80,7200 Kyrksæterøra,,,,,"35 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,91268246,280000,Pontiac Bonneville,1789 Berg,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,94252231,66500,Volkswagen Caravelle,7620 Skogn,,,,,"65 000,-",,,,,,,,,,,,,,"1 500,-",,,Inklusiv,,,,
,,98637907,729064,Volvo XC 90,0777 Oslo,,,,,"723 000,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98653835,87660,Opel Zafira,7072 Heimdal,,,,,"84 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98654906,199000,Audi A4,1710 Sarpsborg,,,,,"195 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98654892,398000,Audi A7,1710 Sarpsborg,,,,,"394 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
Bruktbil til salgs,,98654170,5473,Citroen C-Zero,2100 Skarnes,5,,,Bakhjulsdrift,,Personbil,1,,,Elektrisitet,4,33 000 km,2015,0 l,Blå,48 Hk,Kombi 5-dørs,,,1 065 kg,Norge,,15.05.2015,Automat,EL64738,
,,93787553,249255,Isuzu D-max,3014 Drammen,,,,,"248 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98654254,33000,Mercedes-Benz,4260 Torvastad,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98654759,449000,Volvo XC 90,5116 Ulset,,,,,"445 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98653897,126569,Mercedes-Benz E-Klasse,3720 Skien,,,,,"125 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,94723571,155000,Toyota Yaris,3510 Hønefoss,,,,,"151 027,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,96084975,105000,Audi A6,7027 Trondheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98644943,35000,Kia Picanto,8005 Bodø,,,,,"32 386,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98653102,11569,Subaru Forester,9050 Storsteinnes,,,,,"10 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98594470,26069,Volkswagen Passat,0474 Oslo,,,,,"24 500,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98653389,34000,Mercedes-Benz 190,7023 Trondheim,,,,,"32 431,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98653611,199000,Volvo V40,5116 Ulset,,,,,"192 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98434986,179660,BMW 5-serie,5134 Flaktveit,,,,,"176 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,84839737,263588,Mercedes-Benz C-Klasse,5363 Ågotnes,,,,,"260 000,-",,,,,,,,,,,,,,"3 588,-",,,Inklusiv,,,,
,,96689608,213660,Volkswagen Golf,7316 Lensvik,,,,,"210 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98652338,152660,Volvo,2280 Gjesåsen,,,,,"149 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98652652,35069,Mercedes-Benz E-Klasse,1540 Vestby,,,,,"33 500,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98651666,26569,Toyota Camry,2619 Lillehammer,,,,,"25 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,93030822,259000,Volkswagen Golf,4610 Kristiansand,,,,,"252 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98652690,237900,Kia Soul,1940 Bjørkelangen,,,,,"231 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98652397,49000,Audi A4,1476 Rasta,,,,,"47 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,85597294,302660,Mitsubishi Outlander,4634 Kristiansand,,,,,"299 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98651786,286000,Toyota Land Cruiser,4521 Lindesnes,,,,,"282 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98652067,29000,BMW 5-serie,8003 Bodø,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,91116611,138660,Saab 9-3,7670 Inderøy,,,,,"135 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98651501,96569,Mercedes-Benz SLK,2270 Flisa,,,,,"95 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98651438,40660,Volkswagen Passat,2070 Råholt,,,,,"37 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98651106,21569,Honda HR-V,3360 Geithus,,,,,"20 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98651009,20000,Toyota Tercel,3830 Ulefoss,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,97670797,24255,Citroen Berlingo,1476 Rasta,,,,,"23 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98650907,278500,Ford S-MAX,1705 Sarpsborg,,,,,"274 840,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98650754,48255,Citroen Berlingo,6600 Sunndalsøra,,,,,"47 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,96421036,179900,Toyota Avensis,3123 Tønsberg,,,,,"176 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98650833,288500,Ford Kuga,1705 Sarpsborg,,,,,"284 840,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98650794,179500,Ford Focus,1705 Sarpsborg,,,,,"173 436,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98650763,229000,Ford C-Max,1705 Sarpsborg,,,,,"222 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98650743,278500,Ford Kuga,1705 Sarpsborg,,,,,"274 840,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98650737,96500,Ford Transit Connect,1705 Sarpsborg,,,,,"95 245,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98650720,98500,Ford Transit Connect,1705 Sarpsborg,,,,,"97 245,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98650697,108500,Ford Transit Connect,1705 Sarpsborg,,,,,"107 245,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98650678,148500,Ford Galaxy,1705 Sarpsborg,,,,,"147 245,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98650647,264500,Ford Grand C-MAX,1705 Sarpsborg,,,,,"258 436,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98650547,300000,Toyota Land Cruiser,3514 Hønefoss,,,,,"298 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98650075,15000,Volkswagen Sharan,5036 Bergen,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,73981598,78500,Volkswagen Passat,2500 Tynset,,,,,"75 000,-",,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98087226,463660,Audi Q5,9022 Krokelvdalen,,,,,"460 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98650305,257000,Toyota RAV4,2165 Hvam,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98650232,308660,BMW 5-serie,0971 Oslo,,,,,"305 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98650122,799000,Tesla Model S,1481 Hagan,,,,,"792 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98630942,37569,Volvo S60,4626 Kristiansand,,,,,"36 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98416276,253660,Mercedes-Benz E-Klasse,9325 Bardufoss,,,,,"250 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,82086077,246000,BMW 7-serie,1056 Oslo,,,,,"239 562,-",,,,,,,,,,,,,,"6 438,-",,,Inklusiv,,,,
,,98649554,128660,Ford Mondeo,8011 Bodø,,,,,"125 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98648304,85880,BMW 3-serie,1405 Langhus,,,,,"82 220,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98649531,149999,Audi A4,0667 Oslo,,,,,,,,,,,,,,,,,,,Inklusiv,,,Inklusiv,,,,
,,78254369,323588,Audi A6 allroad,8026 Bodø,,,,,"320 000,-",,,,,,,,,,,,,,"3 588,-",,,Ikke inklusiv,,,,
,,98649124,419000,Volvo V60,2830 Raufoss,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,"279 000,-",92390647,249000,Ford Ecosport,3702 Skien,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98648910,510255,Toyota Land Cruiser,3804 Bø,,,,,"509 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98648641,49999,Volkswagen Caravelle,3057 Solbergelva,,,,,"48 430,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98648551,56660,Toyota Avensis,1890 Rakkestad,,,,,"53 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98648782,131469,Mitsubishi Pajero,6102 Volda,,,,,"129 900,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98647490,35569,Audi A6,2013 Skjetten,,,,,"34 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98647341,21046,Mitsubishi L400,9520 Kautokeino,,,,,"20 000,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98648272,66569,Kia Sportage,4006 Stavanger,,,,,"65 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98646563,113660,Volkswagen Touran,2387 Brumunddal,,,,,"110 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,91446213,215000,Audi A5,2213 Kongsvinger,,,,,"211 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,91879215,559660,Audi A7,9750 Honningsvåg,,,,,"556 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98643518,129000,Ford Mustang,0192 Oslo,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98648606,309000,Audi A6,3290 Stavern,,,,,"305 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,65991797,38569,Mercedes-Benz Vaneo,4050 Sola,,,,,"37 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98644069,59569,Mercedes-Benz Vito,1081 Oslo,,,,,"58 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98647776,277660,Volvo XC 60,3300 Hokksund,,,,,"274 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98647162,165000,Volkswagen Golf,3002 Drammen,,,,,"158 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98646924,249900,Audi A3,1353 Bærums,,,,,"245 927,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,98647071,25556,Ford Fiesta,3160 Stokke,,,,,"24 000,-",,,,,,,,,,,,,,"1 556,-",,,Ikke inklusiv,,,,
,,97129597,29900,Nissan Primera,4313 Sandnes,,,,,"28 331,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98031623,133160,Hyundai i40,0597 Oslo,,,,,"129 500,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98645299,39569,Honda Jazz,3404 Lier,,,,,"38 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98204048,203064,Ford Focus,8517 Narvik,,,,,"197 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98645425,220255,Toyota HiLux,2080 Eidsvoll,,,,,"219 000,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98646718,90000,Volkswagen Transporter,2833 Raufoss,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,87500093,525000,BMW X3,3222 Sandefjord,,,,,"518 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98645112,21569,Peugeot 407,3929 Porsgrunn,,,,,"20 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,95550716,134614,Volkswagen UP!,4319 Sandnes,,,,,"132 000,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,93179573,82614,Volkswagen Caravelle,1550 Hølen,,,,,"80 000,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98645570,89946,Volkswagen Transporter,6520 Frei,,,,,"88 900,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,77952609,356064,Ford Focus,1069 Oslo,,,,,"350 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98631578,242973,Suzuki SX4 S-Cross,0372 Oslo,,,,,"239 000,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98646481,123660,BMW X3,8029 Bodø,,,,,"120 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98633264,365000,Mercedes-Benz SLK,3714 Skien,,,,,"361 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,91913362,149660,Volvo V60,6475 Midsund,,,,,"146 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
